timestamp,open,high,low,close,volume
2024-06-01 00:00:00,67540.01,67655.0,67540.0,67647.88,107.39824
2024-06-01 00:05:00,67647.88,67703.89,67614.2,67614.21,124.38223
2024-06-01 00:10:00,67614.21,67638.39,67566.8,67586.61,42.7283
2024-06-01 00:15:00,67586.61,67586.61,67507.39,67529.45,39.61895
2024-06-01 00:20:00,67529.45,67529.45,67510.8,67511.97,23.85075
2024-06-01 00:25:00,67511.97,67559.73,67511.96,67559.73,19.13963
2024-06-01 00:30:00,67559.73,67636.28,67559.72,67612.01,90.37092
2024-06-01 00:35:00,67612.01,67612.01,67552.0,67588.48,25.38461
2024-06-01 00:40:00,67588.48,67627.26,67581.81,67603.06,23.57435
2024-06-01 00:45:00,67603.06,67664.6,67603.05,67650.0,37.41647
2024-06-01 00:50:00,67650.0,67689.64,67649.99,67677.54,16.25377
2024-06-01 00:55:00,67677.54,67677.54,67650.2,67655.66,19.75252
2024-06-01 01:00:00,67655.66,67710.29,67645.19,67681.01,56.32761
2024-06-01 01:05:00,67681.01,67692.0,67600.0,67635.0,36.71386
2024-06-01 01:10:00,67635.0,67663.99,67613.83,67621.56,33.3863
2024-06-01 01:15:00,67621.56,67627.47,67565.2,67565.21,25.39927
2024-06-01 01:20:00,67565.21,67569.96,67520.53,67560.0,69.37554
2024-06-01 01:25:00,67560.0,67585.37,67550.1,67571.3,49.18602
2024-06-01 01:30:00,67571.3,67588.0,67565.49,67578.09,60.12355
2024-06-01 01:35:00,67578.09,67578.09,67428.44,67467.81,82.72642
2024-06-01 01:40:00,67467.81,67499.0,67440.81,67491.22,68.0553
2024-06-01 01:45:00,67491.22,67550.0,67491.22,67535.79,31.46456
2024-06-01 01:50:00,67535.79,67550.79,67525.15,67550.79,26.30859
2024-06-01 01:55:00,67550.79,67560.0,67532.97,67560.0,27.49273
2024-06-01 02:00:00,67560.0,67601.13,67546.52,67600.05,37.46389
2024-06-01 02:05:00,67600.05,67710.0,67600.04,67661.68,63.83661
2024-06-01 02:10:00,67661.68,67661.68,67639.24,67639.25,20.01349
2024-06-01 02:15:00,67639.25,67665.0,67617.48,67646.08,35.63542
2024-06-01 02:20:00,67646.08,67655.22,67639.01,67639.02,17.85025
2024-06-01 02:25:00,67639.02,67664.74,67639.01,67661.6,20.88597
2024-06-01 02:30:00,67661.6,67740.0,67661.59,67678.03,30.08071
2024-06-01 02:35:00,67678.03,67678.12,67673.87,67674.74,13.37679
2024-06-01 02:40:00,67674.74,67700.1,67672.99,67684.01,37.46022
2024-06-01 02:45:00,67684.01,67701.47,67684.0,67701.47,14.9793
2024-06-01 02:50:00,67701.47,67723.38,67701.46,67707.78,26.4535
2024-06-01 02:55:00,67707.78,67729.05,67707.77,67729.05,9.68343
2024-06-01 03:00:00,67729.05,67738.0,67708.4,67727.58,38.23554
2024-06-01 03:05:00,67727.58,67739.6,67716.0,67716.01,19.71037
2024-06-01 03:10:00,67716.01,67722.09,67660.28,67686.75,40.83987
2024-06-01 03:15:00,67686.75,67695.0,67630.8,67630.81,39.71488
2024-06-01 03:20:00,67630.81,67647.76,67623.24,67623.25,18.06742
2024-06-01 03:25:00,67623.25,67655.16,67623.24,67655.16,18.3761
2024-06-01 03:30:00,67655.16,67693.39,67655.15,67693.39,9.76143
2024-06-01 03:35:00,67693.39,67735.0,67693.38,67720.97,29.97192
2024-06-01 03:40:00,67720.97,67748.66,67710.0,67748.66,26.08734
2024-06-01 03:45:00,67748.66,67757.14,67724.0,67724.01,22.27961
2024-06-01 03:50:00,67724.01,67730.72,67714.2,67726.17,14.61955
2024-06-01 03:55:00,67726.17,67726.17,67673.72,67715.31,35.53729
2024-06-01 04:00:00,67715.31,67758.8,67715.3,67758.8,38.83706
2024-06-01 04:05:00,67758.8,67763.81,67722.68,67763.81,34.55611
2024-06-01 04:10:00,67763.81,67763.81,67704.2,67708.01,74.56565
2024-06-01 04:15:00,67708.01,67719.56,67656.0,67676.01,31.20258
2024-06-01 04:20:00,67676.01,67688.58,67676.0,67682.13,17.30208
2024-06-01 04:25:00,67682.13,67682.13,67671.32,67679.99,15.5251
2024-06-01 04:30:00,67679.99,67699.79,67675.0,67699.79,15.57254
